grdc_no,wmo_reg,sub_reg,mix_reg,nat_id,river,station,country_code,lat,long,area,altitude,ds_stat_no,w_level,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,t_start,t_end,t_yrs,lta_discharge,r_volume_yr,r_height_yr,proc_tyrs,proc_tmon,f_import,f_im_yr,l_import,l_im_yr,provider_id,acsys,flux2ocean,gems,gcos_gtn-h,statistics,Pristine Basins,GRDC Reference Dataset,AdaptAlp,ArctHycos
6335460,6,35,635,BW0002360,SCHUSSEN,GERBERTSHAUS,DE,47.680,9.540,    782.01,402,6935055,0,1920,2008,89,1.13,,,,,1920,2008,89,     10.81,       .34,436, 98.9, 99.8,9.8.2012,2012,21.8.2012,2012,65,0,0,0,0,0,0,0,1,0
6935460,6,35,635,2126,MURG,WAENGI,CH,47.496,8.953,     78.9 ,513,6935400,0,1954,2011,58,0.00,,,,,1954,2011,58,      1.81,       .06,724,100. ,100. ,14.5.2013,2013,14.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6335461,6,35,635,BW0000310,SCHUSSEN,LOCHBRUECKE,DE,47.673,9.535,    790.55,401,6335460,0,1920,1981,62,4.47,,,,,1920,1981,62,     10.7 ,       .34,427, 93.5, 99.7,9.8.2012,2012,21.8.2012,2012,65,0,0,0,0,0,0,0,1,0
6335500,6,35,635,24042000,MAIN,WUERZBURG,DE,49.796,9.926,  14031.  ,-999,6335302,0,1823,2010,188,0.00,,,,,1823,2010,188,    108.55,      3.42,244, 99.5,100. ,20.2.1992,1992,3.6.2011,2011,14,0,0,0,0,1,0,0,0,0
6935500,6,35,635,LHG 2473,RHINE RIVER,"DIEPOLDSAU, RIETBRUECKE",CH,47.383,9.641,   6119.  ,456,6935055,0,1955,2011,57,0.00,1961,1993,33,0.00,1955,2011,57,    230.55,      7.27,1188,100. ,100. ,13.4.1995,1995,14.5.2013,2013,34,0,0,1,0,1,0,0,0,0
6435500,6,35,635,,VECHTE,VECHTERWEERD,NL,52.250,6.330,   3600.  ,1,0,0,1978,1982,5,0.00,1978,1982,5,0.00,1978,1982,5,     32.33,      1.02,283,100. ,100. ,10.1.1992,1992,10.3.1997,1997,-999,0,0,0,0,0,0,0,0,0
6935510,6,35,635,2224,HINTERRHEIN,HINTERRHEIN,CH,46.530,9.205,     53.7 ,1633,6935145,0,1945,2009,65,0.00,,,,,1945,2009,65,      3.33,       .11,1955,100. ,100. ,7.8.2012,2012,15.5.2013,2013,34,0,0,0,0,0,0,0,1,0
6935520,6,35,635,2347,RIALE DI ROGGIASCA,ROVEREDO,CH,46.202,9.169,      8.06,1027,6935145,0,1966,2011,46,0.00,,,,,1966,2011,46,       .51,       .02,1984,100. ,100. ,7.8.2012,2012,15.5.2013,2013,34,0,0,0,0,0,0,0,1,0
6935540,6,35,635,2150,LANDQUART,FELSENBACH,CH,46.975,9.612,    616.  ,618,6935500,0,1920,2011,92,0.00,,,,,1920,2011,92,     24.23,       .76,1240, 98.9,100. ,7.8.2012,2012,15.5.2013,2013,34,0,0,0,0,0,0,0,1,0
6935541,6,35,635,2413,LANDQUART,KLOSTERS,CH,46.858,9.937,    112.  ,1364,6935540,0,1933,2004,72,0.00,,,,,1933,2004,72,      5.65,       .18,1592, 98.6,100. ,7.8.2012,2012,15.5.2013,2013,34,0,0,0,0,0,0,0,1,0
6935545,6,35,635,2377,TASCHINASBACH,GRUESCH,CH,46.988,9.646,     63.  ,713,6935540,0,1972,2007,36,0.00,,,,,1972,2007,36,      2.62,       .08,1313,100. ,100. ,15.5.2013,2013,15.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6935550,6,35,635,2327,DISCHMABACH,DAVOS,CH,46.776,9.877,     43.3 ,1716,6935145,0,1963,2011,49,0.00,,,,,1963,2011,49,      1.69,       .05,1228, 98. ,100. ,7.8.2012,2012,15.5.2013,2013,34,0,0,0,0,0,0,0,1,0
6935560,6,35,635,2132,TOESS,NEFTENBACH,CH,47.519,8.653,    342.  ,436,6935054,0,1921,2011,91,0.00,,,,,1921,2011,91,      7.75,       .24,715,100. ,100. ,15.5.2013,2013,15.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6935570,6,35,635,2257,ENGELBERGER AA,ENGELBERG,CH,46.817,8.396,     85.  ,1044,6935310,0,1974,1990,17,0.93,,,,,1974,1990,17,      4.28,       .14,1586,100. , 99. ,15.5.2013,2013,15.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6935580,6,35,635,2299,ALPBACH,ERSTFELD (BODENBERG),CH,46.811,8.599,     20.6 ,1071,6935310,0,1961,2011,51,0.00,,,,,1961,2011,51,      1.58,       .05,2415,100. ,100. ,15.5.2013,2013,15.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6935590,6,35,635,2084,MUOTA,INGENBOHL,CH,47.000,8.599,    316.  ,486,6935310,0,1924,2011,88,0.00,,,,,1924,2011,88,     18.98,       .6 ,1895,100. ,100. ,15.5.2013,2013,15.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6335600,6,35,635,23800425,NECKAR,ROCKENAU-SKA,DE,49.432,9.004,  12710.  ,120,6335180,0,1950,2009,60,0.00,,,,,1950,2009,60,    136.7 ,      4.31,339, 98.3,100. ,21.11.1996,1996,7.2.2011,2011,14,0,0,0,0,1,0,1,0,0
6935600,6,35,635,2185,PLESSUR,CHUR,CH,46.860,9.511,    263.  ,621,6935500,0,1974,2011,38,0.00,,,,,1974,2011,38,      5.88,       .19,704,100. ,100. ,15.5.2013,2013,15.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6335601,6,35,635,23800200,NECKAR,LAUFFEN,DE,49.073,9.160,   7916.  ,160,6335600,0,1948,2009,62,0.00,,,,,1948,2009,62,     86.7 ,      2.73,345, 98.4,100. ,20.3.2001,2001,7.2.2011,2011,14,0,0,0,0,1,0,0,0,0
6335602,6,35,635,23800108,NECKAR,PLOCHINGEN,DE,48.707,9.419,   3995.  ,246,6335601,0,1918,2010,93,0.00,,,,,1918,2010,93,     47.11,      1.49,372, 98.9,100. ,20.3.2001,2001,9.6.2011,2011,14,0,0,0,0,1,0,0,0,0
6335800,6,35,635,24010004,MAIN,KEMMERN,DE,49.951,10.874,   4251.  ,230,6335303,0,1930,2009,80,5.05,,,,,1930,2009,80,     44.25,      1.4 ,328, 93.8, 99.8,16.1.1992,1992,7.2.2011,2011,14,0,0,0,0,1,0,0,0,0
6135100,6,35,635,1143201,THUR (FR),VILLER,FR,48.080,7.380,    159.  ,-999,6335200,0,1960,1991,32,0.40,1960,1991,32,0.00,1960,1991,32,      5.41,       .17,1073,100. ,100. ,27.12.1993,1993,11.3.1997,1997,-999,0,0,0,0,0,0,0,0,0
6135200,6,35,635,1273201,BRUCHE,WISCHES,FR,48.500,7.280,    230.  ,-999,6335200,0,1961,1991,31,3.02,1961,1991,31,1.11,1961,1991,31,      6.19,       .2 ,849, 93.5, 99.7,27.12.1993,1993,11.3.1997,1997,-999,0,0,0,0,0,0,0,0,0
6336050,6,36,636,26900109,MOSELLE RIVER,COCHEM,DE,50.143,7.168,  27088.  ,77,6335070,0,1900,2009,110,0.00,,,,,1900,2009,110,    315.73,      9.96,368, 99.1,100. ,17.2.1995,1995,21.3.2011,2011,14,0,0,1,0,1,0,1,0,0
6836100,6,36,636,,ALZETTE,ETTELBRUCK,LU,49.830,6.170,   1072.  ,195,6336500,0,1978,1987,10,21.06,1978,1987,10,20.00,1978,1987,10,     30.03,       .95,883, 80. ,100. ,13.1.1992,1992,10.3.1997,1997,-999,0,0,0,0,0,0,0,0,0
6136100,6,36,636,A7881010,SEILLE (TRIB. MOSELLE),METZ,FR,49.100,6.187,   1280.  ,207,6336800,0,1964,2012,49,2.04,,,,,1964,2012,49,      9.86,       .31,243, 91.8,100. ,9.11.2012,2012,9.11.2012,2012,66,0,0,0,0,0,1,0,0,0
6136150,6,36,636,A5431010,MADON,PULLIGNY,FR,48.544,6.132,    940.  ,270,6336800,0,1964,2012,49,0.05,,,,,1964,2012,49,     10.39,       .33,349, 98. , 99.8,9.11.2012,2012,9.11.2012,2012,66,0,0,0,0,0,1,0,0,0
6136151,6,36,636,A5261010,MADON,MIRECOURT,FR,48.301,6.136,    382.  ,306,6136150,0,1965,2007,43,0.12,,,,,1965,2007,43,      4.68,       .15,386, 95.3,100. ,9.11.2012,2012,9.11.2012,2012,66,0,0,0,0,0,1,0,0,0
6136160,6,36,636,A6051020,MEURTHE,SAINT-DIE,FR,48.284,6.956,    374.  ,379,6336800,0,1967,2012,46,0.00,,,,,1967,2012,46,      7.81,       .25,659, 95.7,100. ,9.11.2012,2012,9.11.2012,2012,66,0,0,0,0,0,1,0,0,0
6836190,6,36,636,,ALZETTE,ESCH (FRONTIERE),LU,49.496,5.981,     21.4 ,292,6836100,0,1983,1987,5,0.33,1983,1987,5,0.00,1983,1987,5,       .06,       .  ,84,100. ,100. ,17.1.1994,1994,10.3.1997,1997,-999,0,0,0,0,0,0,0,0,0
6136200,6,36,636,A4250640,MOSELLE RIVER,EPINAL,FR,48.165,6.452,   1220.  ,369,6336800,0,1960,2012,53,0.00,,,,,1960,2012,53,     38.22,      1.21,988, 98.1,100. ,9.11.2012,2012,9.11.2012,2012,66,0,0,0,0,0,1,0,0,0
6136201,6,36,636,A4200630,MOSELLE RIVER,SAINT-NABOR (NOIR GUEUX),FR,48.065,6.610,    621.  ,416,6136200,0,1961,2012,52,0.29,,,,,1961,2012,52,     24.26,       .77,1232, 96.2, 99.7,9.11.2012,2012,9.11.2012,2012,66,0,0,0,0,0,1,0,0,0
6136202,6,36,636,A4050620,MOSELLE RIVER,RUPT-SUR-MOSELLE,FR,47.909,6.685,    153.  ,477,6136201,0,1968,2012,45,4.44,,,,,1968,2012,45,      6.68,       .21,1376, 88.9, 99.6,9.11.2012,2012,9.11.2012,2012,66,0,0,0,0,0,1,0,0,0
6336500,6,36,636,26500100,MOSELLE RIVER,TRIER UP,DE,49.733,6.624,  23857.  ,121,6336050,0,1930,2009,80,0.00,,,,,1930,2009,80,    505.22,     15.93,668, 98.8,100. ,20.3.2001,2001,21.3.2011,2011,14,0,0,1,0,1,0,0,0,0
6136500,6,36,636,A9091050,SAAR RIVER,KESKASTEL,FR,48.969,7.038,   2170.  ,251,6336900,0,1967,2008,42,3.44,,,,,1967,2008,42,      9.31,       .29,135, 95.2,100. ,12.11.2012,2012,12.11.2012,2012,66,0,0,0,0,0,1,0,0,0
6136520,6,36,636,A9132050,ALBE,SARRALBE (RECH),FR,48.982,7.011,    407.  ,251,6336900,0,1967,2007,41,4.09,,,,,1967,2007,41,      4.19,       .13,325, 92.7, 99.8,12.11.2012,2012,12.11.2012,2012,66,0,0,0,0,0,1,0,0,0
6336800,6,36,636,26100102,MOSELLE RIVER,PERL,DE,49.473,6.369,  11522.  ,139,6336500,0,1974,2009,36,0.00,,,,,1974,2009,36,    156.59,      4.94,429, 97.2,100. ,20.3.2001,2001,21.3.2011,2011,14,0,0,1,0,1,0,0,0,0
6336900,6,36,636,26400558,SAAR RIVER,FREMERSDORF,DE,49.406,6.648,   6983.  ,166,6336500,0,1952,2009,58,0.00,,,,,1952,2009,58,     73.13,      2.31,330, 98.3,100. ,20.3.2001,2001,7.2.2011,2011,14,0,0,0,0,1,0,0,0,0
6337100,6,37,637,45900208,WESER,VLOTHO,DE,52.176,8.862,  17618.  ,42,6337518,0,1823,2010,188,0.00,,,,,1823,2010,188,    168.12,      5.3 ,301,100. ,100. ,18.10.1994,1994,3.6.2011,2011,14,0,0,0,0,1,0,0,0,0
6337200,6,37,637,49100101,WESER,INTSCHEDE,DE,52.964,9.125,  37720.  ,5,0,0,1857,2010,154,0.00,,,,,1857,2010,154,    324.22,     10.22,271, 99.4,100. ,18.10.1994,1994,7.2.2011,2011,14,0,1,1,1,1,0,1,0,0
6337250,6,37,637,48900204,ALLER,RETHEM,DE,52.789,9.383,  14730.  ,14,6337200,0,1940,2009,70,0.00,,,,,1940,2009,70,    115.59,      3.65,247, 98.6,100. ,17.2.1995,1995,7.2.2011,2011,14,0,0,0,0,1,0,0,0,0
6337400,6,37,637,43100109,WESER,HANN.-MUENDEN,DE,51.426,9.641,  12442.  ,115,6337519,0,1831,2009,179,0.00,,,,,1831,2009,179,    110.5 ,      3.49,280,100. ,100. ,18.10.1994,1994,7.2.2011,2011,14,0,0,1,0,1,0,0,0,0
6337500,6,37,637,4885118,LEINE,GREENE,DE,51.863,9.942,   2916.  ,95,6337509,0,1975,1987,13,0.00,,,,,1975,1987,13,     32.83,      1.04,355, 92.3,100. ,16.1.1992,1992,3.4.2003,2003,14,0,0,0,0,1,0,0,0,0
6337501,6,37,637,48700103,ALLER,MARKLENDORF,DE,52.682,9.704,   7209.  ,23,6337250,0,1940,2009,70,0.00,,,,,1940,2009,70,     43.06,      1.36,188, 98.6,100. ,20.3.2001,2001,7.2.2011,2011,14,0,0,0,0,1,0,0,0,0
6337502,6,37,637,48300105,ALLER,CELLE,DE,52.622,10.063,   4374.  ,32,6337501,0,1890,2009,120,0.00,,,,,1890,2009,120,     27.18,       .86,196, 99.2,100. ,20.3.2001,2001,7.2.2011,2011,14,0,0,0,0,1,0,0,0,0
6337503,6,37,637,44100206,DIEMEL,HELMINGHAUSEN,DE,51.381,8.731,    103.  ,337,6337516,0,1940,2009,70,0.00,1940,1999,60,0.00,1940,2009,70,      2.12,       .07,649, 98.6,100. ,20.3.2001,2001,7.2.2011,2011,14,0,0,0,0,0,0,0,0,0
6337504,6,37,637,42800309,EDER,SCHMITTLOTHEIM,DE,51.156,8.898,   1202.  ,246,6337505,0,1930,2009,80,0.30,,,,,1930,2009,80,     18.94,       .6 ,497, 98.8, 99.7,20.3.2001,2001,7.2.2011,2011,14,0,0,0,0,0,0,0,0,0
6337505,6,37,637,42800502,EDER,AFFOLDERN,DE,51.164,9.085,   1452.  ,193,6337400,0,1940,2009,70,0.00,,,,,1940,2009,70,     20.85,       .66,453, 98.6,100. ,20.3.2001,2001,7.2.2011,2011,14,0,0,0,0,0,0,0,0,0
6337506,6,37,637,42700202,FULDA,GREBENAU,DE,51.193,9.498,   2975.  ,151,6337507,0,1950,2009,60,0.00,,,,,1950,2009,60,     26.33,       .83,279, 98.3,100. ,20.3.2001,2001,7.2.2011,2011,14,0,0,0,0,1,0,0,0,0
6337507,6,37,637,42900100,FULDA,GUNTERSHAUSEN,DE,51.227,9.469,   6366.  ,141,6337400,0,1920,2009,90,0.00,,,,,1920,2009,90,     56.09,      1.77,278, 98.9,100. ,20.3.2001,2001,7.2.2011,2011,14,0,0,0,0,1,0,0,0,0
6337508,6,37,637,42700100,FULDA,ROTENBURG,DE,51.004,9.720,   2523.  ,180,6337506,0,1920,2009,90,0.00,,,,,1920,2009,90,     21.65,       .68,271, 98.9,100. ,20.3.2001,2001,7.2.2011,2011,14,0,0,0,0,1,0,0,0,0
6337509,6,37,637,48800108,LEINE,HERRENHAUSEN,DE,52.388,9.676,   5304.  ,44,6337510,0,1940,2009,70,0.00,,,,,1940,2009,70,     50.8 ,      1.6 ,302, 98.6,100. ,20.3.2001,2001,7.2.2011,2011,14,0,0,0,0,1,0,0,0,0
6337510,6,37,637,48800301,LEINE,SCHWARMSTEDT,DE,52.683,9.604,   6443.  ,21,6337250,0,1940,2009,70,0.00,,,,,1940,2009,70,     62.02,      1.96,304, 98.6,100. ,20.3.2001,2001,7.2.2011,2011,14,0,0,0,0,1,0,0,0,0
6337511,6,37,637,41900104,WERRA,ALLENDORF,DE,51.270,9.980,   5166.  ,144,6337513,0,1941,2009,69,0.00,,,,,1941,2009,69,     46.98,      1.48,287,100. ,100. ,20.3.2001,2001,7.2.2011,2011,14,0,0,0,0,1,0,0,0,0
6337512,6,37,637,41700105,WERRA,HELDRA,DE,51.125,10.197,   4302.  ,168,6337511,0,1950,2009,60,0.00,,,,,1950,2009,60,     40.16,      1.27,294, 98.3,100. ,20.3.2001,2001,7.2.2011,2011,14,0,0,0,0,1,0,0,0,0
6337513,6,37,637,41900206,WERRA,LETZTER HELLER,DE,51.408,9.709,   5487.  ,117,6337400,0,1940,2009,70,0.00,,,,,1940,2009,70,     50.37,      1.59,289, 98.6,100. ,20.3.2001,2001,7.2.2011,2011,14,0,0,0,0,1,0,0,0,0
6337514,6,37,637,45300200,WESER,BODENWERDER,DE,51.973,9.516,  15924.  ,69,6337100,0,1839,2010,172,0.00,,,,,1839,2010,172,    145.87,      4.6 ,289, 99.4,100. ,20.3.2001,2001,3.6.2011,2011,14,0,0,0,0,1,0,0,0,0
6337515,6,37,637,47900209,WESER,DOERVERDEN,DE,52.852,9.211,  22110.  ,8,6337200,0,1953,2009,57,0.00,,,,,1953,2009,57,    206.51,      6.51,295, 98.2,100. ,20.3.2001,2001,7.2.2011,2011,14,0,0,1,0,1,0,0,0,0
6337516,6,37,637,45100100,WESER,KARLSHAFEN,DE,51.648,9.438,  14794.  ,94,6337514,0,1940,2009,70,0.00,,,,,1940,2009,70,    136.45,      4.3 ,291, 98.6,100. ,20.3.2001,2001,7.2.2011,2011,14,0,0,0,0,1,0,0,0,0
6337517,6,37,637,47500200,WESER,LIEBENAU,DE,52.594,9.113,  19910.  ,20,6337515,0,1953,2009,57,0.00,1953,2000,48,0.00,1953,2009,57,    192.2 ,      6.06,304, 98.2,100. ,20.3.2001,2001,7.2.2011,2011,14,0,0,1,0,1,0,0,0,0
6337518,6,37,637,47100100,WESER,PORTA,DE,52.249,8.922,  19162.  ,37,6337517,0,1935,2009,75,0.00,,,,,1935,2009,75,    184.62,      5.82,304, 98.7,100. ,20.3.2001,2001,7.2.2011,2011,14,0,0,0,0,1,0,0,0,0
6337519,6,37,637,43900105,WESER,WAHMBECK,DE,51.625,9.520,  12996.  ,98,6337516,0,1940,2009,70,0.00,,,,,1940,2009,70,    119.91,      3.78,291, 98.6,100. ,20.3.2001,2001,7.2.2011,2011,14,0,0,1,0,1,0,0,0,0
6338100,6,38,638,300180,EMS,VERSEN,DE,52.740,7.240,   8369.  ,7,0,0,1940,2009,70,0.00,,,,,1940,2009,70,     80.68,      2.54,304,100. ,100. ,17.2.1995,1995,7.2.2011,2011,14,0,0,1,0,1,0,0,0,0
6338110,6,38,638,35500407,EMS,DALUM,DE,52.596,7.249,   4981.  ,12,6338100,0,1964,2009,46,0.00,,,,,1964,2009,46,     48.97,      1.54,310, 97.8,100. ,20.3.2001,2001,7.2.2011,2011,14,0,0,1,0,1,0,0,0,0
6338120,6,38,638,33300101,EMS,GREVEN,DE,52.094,7.603,   2842.  ,33,6338130,0,1900,2009,110,0.00,,,,,1900,2009,110,     26.72,       .84,296, 99.1, 99.8,20.3.2001,2001,7.2.2011,2011,14,0,0,0,0,1,0,0,0,0
6338130,6,38,638,33900200,EMS,RHEINE UNTERSCHLEUSE UP,DE,52.288,7.434,   3740.  ,24,6338110,0,1930,2008,79,0.00,,,,,1930,2008,79,     36.24,      1.14,306, 98.7, 99.8,20.3.2001,2001,4.6.2009,2009,14,0,0,0,0,1,0,0,0,0
6338800,6,38,638,4069,TREENE,TREIA,DE,54.514,9.317,    481.  ,5,0,0,1931,2004,74,4.33,,,,,1931,2004,74,      6.36,       .2 ,417, 94.6, 99.8,16.1.1992,1992,9.8.2005,2005,14,0,0,0,0,0,0,0,0,0
6939050,6,39,639,LHG 2174,RHONE,"CHANCY, AUX RIPES",CH,46.153,5.971,  10323.  ,389,6139390,0,1904,2011,108,0.00,1965,1982,18,0.00,1904,2011,108,    339.91,     10.72,1038,100. ,100. ,19.2.1992,1992,15.5.2013,2013,34,0,0,1,0,1,0,1,0,0
6139050,6,39,639,24133501,BRILLANNE,LAUZON,FR,43.920,5.880,    175.  ,-999,6139100,0,1965,1992,28,6.32,1965,1992,28,4.97,1965,1992,28,       .93,       .03,168, 85.7,100. ,27.12.1993,1993,11.3.1997,1997,-999,0,0,0,0,0,0,0,0,0
6139061,6,39,639,V7115010,GARDON DE STE-CROIX,GABRIAC (PONT RAVAGERS),FR,44.190,3.716,     47.  ,436,6139060,0,1955,2012,58,6.85,,,,,1955,2012,58,       .  ,-    999.  ,-999,   . ,,13.11.2012,2012,13.11.2012,2012,66,0,0,0,0,0,1,0,0,0
6139070,6,39,639,V5425210,GANIERE,GAGNIERES (BANNES),FR,44.329,4.113,    277.  ,248,0,0,1964,2006,43,0.00,,,,,1964,2006,43,       .  ,-    999.  ,-999,   . ,,13.11.2012,2012,13.11.2012,2012,66,0,0,0,0,0,1,0,0,0
6939100,6,39,639,2194,BAYE DE MONTREUX,LES AVANTS,CH,46.451,6.952,      7.  ,958,6939050,0,1933,1974,42,0.00,,,,,1933,1974,42,       .23,       .01,1042,100. ,100. ,15.5.2013,2013,15.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6139100,6,39,639,,RHONE,BEAUCAIRE,FR,43.920,4.670,  95590.  ,3,0,0,1961,1979,19,10.53,1920,1999,80,0.00,1920,1999,80,   1709.04,     53.9 ,564, 98.8, 99.8,19.2.1992,1992,24.3.2004,2004,21,0,1,0,0,1,0,1,0,0
6939110,6,39,639,2230,VENOGE,LUSSERY,CH,46.626,6.526,    165.  ,485,6939050,0,1948,1978,31,0.00,,,,,1948,1978,31,      3.24,       .1 ,619,100. ,100. ,15.5.2013,2013,15.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6139120,6,39,639,V5324010,AIGUES,SAINT-MAY (PONT DE LA TUNE),FR,44.434,5.297,     49.  ,435,6139100,0,1906,1995,90,38.63,,,,,1906,1995,90,       .  ,-    999.  ,-999,   . ,,13.11.2012,2012,13.11.2012,2012,66,0,0,0,0,0,1,0,0,0
6939120,6,39,639,2369,MENTUE,YVONAND (LA MAUGUETTAZ),CH,46.777,6.724,    105.  ,500,6939050,0,1971,2011,41,0.00,,,,,1971,2011,41,      1.57,       .05,470,100. ,100. ,15.5.2013,2013,15.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6139130,6,39,639,V4225010,BEZ,CHATILLON-EN-DIOIS,FR,44.692,5.490,    227.  ,611,6139100,0,1963,2012,50,0.33,,,,,1963,2012,50,       .  ,-    999.  ,-999,   . ,,13.11.2012,2012,13.11.2012,2012,66,0,0,0,0,0,1,0,0,0
6139140,6,39,639,V4275010,GERVANNE,BEAUFORT-SUR-GERVANNE,FR,44.775,5.145,    108.  ,378,6139100,0,1966,2012,47,0.85,,,,,1966,2012,47,       .  ,-    999.  ,-999,   . ,,13.11.2012,2012,13.11.2012,2012,66,0,0,0,0,0,1,0,0,0
6139200,6,39,639,24200202,VERDON,FOUX D'ALLOS,FR,44.233,6.633,     10.2 ,-999,6139201,0,1980,1991,12,7.37,1980,1991,12,5.80,1980,1991,12,       .37,       .01,1128, 83.3,100. ,27.12.1993,1993,11.3.1997,1997,-999,0,0,0,0,0,0,0,0,0
6939200,6,39,639,LHG 2009,RHONE,PORTE DU SCEX,CH,46.350,6.889,   5244.  ,429,6939050,0,1905,2011,107,0.00,1961,1993,33,0.00,1905,2011,107,    179.74,      5.67,1081,100. ,100. ,13.4.1995,1995,15.5.2013,2013,34,0,0,1,0,1,0,0,0,0
6139201,6,39,639,X2202010,VERDON,DEMANDOLX (CASTILLON),FR,43.879,6.539,    655.  ,843,6139100,0,1948,2009,62,0.00,,,,,1948,2009,62,       .  ,-    999.  ,-999,   . ,,10.8.2012,2012,13.11.2012,2012,66,0,0,0,0,0,1,0,1,0
6939205,6,39,639,2203,GRANDE EAU,AIGLE,CH,46.319,6.971,    132.  ,466,6939200,0,1935,2011,77,0.00,,,,,1935,2011,77,      4.94,       .16,1181,100. ,100. ,15.5.2013,2013,15.5.2013,2013,34,0,0,0,0,0,0,0,0,0
6139210,6,39,639,X2114010,ISSOLE,ST. ANDRE LES ALPES,FR,43.995,6.503,    137.  ,931,6139201,0,1904,2008,105,24.53,,,,,1904,2008,105,      2.74,       .09,630, 75.2, 99.4,23.8.2012,2012,23.8.2012,2012,65,0,0,0,0,0,0,0,1,0
6139220,6,39,639,V4414010,ROUBION,SOYANS,FR,44.624,5.015,    186.  ,317,6139100,0,1965,2012,48,2.64,1965,1991,27,0.00,1965,2012,48,      1.33,       .04,226, 56.3,100. ,27.12.1993,1993,13.11.2012,2012,66,0,0,0,0,0,1,0,0,0
6139230,6,39,639,V4455010,JABRON RIVIERE,SOUSPIERRE,FR,44.530,4.967,     85.  ,298,6139100,0,1965,2010,46,1.11,1967,1991,25,0.00,1965,2010,46,       .4 ,       .01,147, 54.3,100. ,27.12.1993,1993,13.11.2012,2012,66,0,0,0,0,0,1,0,0,0
6139240,6,39,639,V4145210,GLUEYRE,GLUIRAS (TISONECHE),FR,44.829,4.518,     71.  ,464,6139100,0,1953,2012,60,0.60,1960,1991,32,0.00,1953,2012,60,      1.71,       .05,758, 53.3,100. ,27.12.1993,1993,13.11.2012,2012,66,0,0,0,0,0,1,0,0,0
6139250,6,39,639,X1424010,ASSE,BEYNES,FR,44.016,6.253,    375.  ,605,6139100,0,1953,2008,56,3.03,,,,,1953,2008,56,      4.52,       .14,380, 94.6,100. ,10.8.2012,2012,10.8.2012,2012,65,0,0,0,0,0,0,0,1,0
6139255,6,39,639,X1225010,BES (TRIB. RHONE),LA JAVIE (ESCLANGON-PEROURE),FR,44.216,6.275,    165.  ,858,6139280,0,1963,2012,50,2.19,,,,,1963,2012,50,       .  ,-    999.  ,-999,   . ,,10.8.2012,2012,13.11.2012,2012,66,0,0,0,0,0,1,0,1,0
6139260,6,39,639,X0454010,UBAYE,LAUZET UBAYE (ROCHE ROUSSE),FR,44.449,6.400,    946.  ,842,6139280,0,1960,2012,53,1.18,,,,,1960,2012,53,       .  ,-    999.  ,-999,   . ,,10.8.2012,2012,13.11.2012,2012,66,0,0,0,0,0,1,0,1,0
6139261,6,39,639,X0434010,UBAYE,BARCELONNETTE (ABATTOIR),FR,44.383,6.652,    549.  ,1184,6139260,0,1904,2012,109,3.42,,,,,1904,2012,109,       .  ,-    999.  ,-999,   . ,,23.8.2012,2012,13.11.2012,2012,66,0,0,0,0,0,1,0,1,0
6139270,6,39,639,X1034020,BUECH,SERRES,FR,44.443,5.714,    723.  ,662,6139280,0,1969,2008,40,0.00,,,,,1969,2008,40,     14.2 ,       .45,619, 97.5,100. ,10.8.2012,2012,23.8.2012,2012,65,0,0,0,0,0,0,0,1,0
6139280,6,39,639,X0500010,DURANCE,ESPINASSES (SERRE-PONCON),FR,44.470,6.280,   3580.  ,704,6139284,0,1948,2009,62,0.00,,,,,1948,2009,62,       .  ,-    999.  ,-999,   . ,,10.8.2012,2012,13.11.2012,2012,66,0,0,0,0,0,1,0,1,0
6139281,6,39,639,X0310010,DURANCE,EMBRUN (LA CLAPIERE),FR,44.551,6.486,   2170.  ,839,6139280,0,1960,2012,53,1.34,,,,,1960,2012,53,       .  ,-    999.  ,-999,   . ,,10.8.2012,2012,13.11.2012,2012,66,0,0,0,0,0,1,0,1,0
6139282,6,39,639,X0130010,DURANCE,ARGENTIERE LA BESSEE,FR,44.776,6.559,    517.  ,1001,6139281,0,1910,1988,79,37.25,,,,,1910,1988,79,       .  ,-    999.  ,-999,   . ,,10.8.2012,2012,13.11.2012,2012,66,0,0,0,0,0,1,0,1,0
6139283,6,39,639,X00100XX,DURANCE,VAL DE PRES,FR,44.917,6.675,    210.  ,1351,6139282,0,1950,2008,59,9.23,,,,,1950,2008,59,      5.21,       .16,783, 89.8, 99.2,10.8.2012,2012,22.8.2012,2012,65,0,0,0,0,0,0,0,1,0
6139284,6,39,639,X1130010,DURANCE,ORAISON (ESCALE),FR,44.086,6.012,   6760.  ,468,6139100,0,1973,2006,34,0.00,,,,,1973,2006,34,       .  ,-    999.  ,-999,   . ,,13.11.2012,2012,13.11.2012,2012,66,0,0,0,0,0,1,0,0,0
