grdc_no,wmo_reg,sub_reg,mix_reg,nat_id,river,station,country_code,lat,long,area,altitude,ds_stat_no,w_level,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,t_start,t_end,t_yrs,lta_discharge,r_volume_yr,r_height_yr,proc_tyrs,proc_tmon,f_import,f_im_yr,l_import,l_im_yr,provider_id,acsys,flux2ocean,gems,gcos_gtn-h,statistics,Pristine Basins,GRDC Reference Dataset,AdaptAlp,ArctHycos
1494100,1,94,194,F.7,NYAHODI,NYARUWA FLUME + G/W (63415007),ZW,-19.850,32.800,    131.  ,-999,1894200,0,1958,1990,33,1.92,1964,1982,19,3.65,1958,1990,33,       .57,       .02,136, 87.9, 99.7,28.2.1992,1992,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1494110,1,94,194,,ZONUE / ZONWI,HOBOKEN G/W (63415010),ZW,-19.833,32.783,     32.  ,-999,1894200,0,1967,1990,24,8.64,,,,,1967,1990,24,       .68,       .02,665, 79.2,100. ,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1494120,1,94,194,,PIRIVIRI,NYANYADZI DAM U/S (63422320),ZW,-19.767,32.667,    151.  ,-999,1894200,0,1968,1988,21,40.00,,,,,1968,1988,21,       .23,       .01,48, 42.9,100. ,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1494130,1,94,194,,SHINJA,SHINJA NYANYADZI G/W (63422326),ZW,-19.733,32.617,    191.  ,-999,1894200,0,1970,1978,9,0.00,,,,,1970,1978,9,       .35,       .01,58, 77.8,100. ,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1494200,1,94,194,,MAPOPO,STAPLEFORD G/W (63414001),ZW,-18.667,32.850,      6.  ,-999,1894200,0,1957,1990,34,33.87,,,,,1957,1990,34,       .19,       .01,1004, 52.9,100. ,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1894200,1,94,194,,BUZI,ESTAQUINHA (58415088),MZ,-19.958,34.167,  26871.  ,35,0,0,1956,1983,28,26.08,1976,1977,2,0.00,1956,1983,28,    193.59,      6.11,227, 57.1,100. ,18.2.1992,1992,19.9.2011,2011,61,0,1,0,0,0,0,0,0,0
1494300,1,94,194,,CHIPUDZANA,SOUTHDOWN L/F NOTCH (63415016),ZW,-20.267,32.833,     67.  ,-999,1894200,0,1972,1985,14,0.53,,,,,1972,1985,14,       .36,       .01,170, 85.7,100. ,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1494310,1,94,194,,BUZI,YPRES (63415018),ZW,-20.267,32.667,     48.  ,-999,1894200,0,1975,1990,16,1.17,,,,,1975,1990,16,       .96,       .03,628, 87.5, 99.4,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1494311,1,94,194,,BUZI,BANGAZAAN G/W (63415015),ZW,-20.217,32.600,     27.  ,-999,1494310,0,1971,1985,15,0.00,,,,,1971,1985,15,       .19,       .01,222, 86.7,100. ,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1894400,1,94,194,,PUNGOE,BUE-MARIA (58414066),MZ,-19.025,34.180,  15300.  ,60,0,0,1953,1981,29,6.50,1976,1979,4,6.25,1953,1981,29,    100.45,      3.17,207, 79.3, 98.6,18.2.1992,1992,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1494400,1,94,194,,PUNGOE,PUNGWE CAUSEWAY G/W (63414014),ZW,-18.400,32.783,     95.  ,-999,1891401,0,1970,1990,21,15.09,,,,,1970,1990,21,      4.43,       .14,1471, 76.2,100. ,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1894401,1,94,194,,PUNGOE,E.N.102 (58414065),MZ,-18.558,33.250,   3170.  ,-999,1894400,0,1954,1980,27,5.71,,,,,1954,1980,27,     69.94,      2.21,696, 92.6, 98. ,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1495100,1,95,195,,SAVE,SAVE GORGE C/S (63422143),ZW,-21.183,32.283,  43233.  ,-999,1895501,0,1959,1977,19,0.12,,,,,1959,1977,19,    100.36,      3.17,73, 94.7, 99.5,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1495150,1,95,195,,INGESI,BELINGWE ROAD,ZW,-20.370,30.900,   1680.  ,-999,1495220,0,,,,,1956,1980,25,7.29,1956,1980,25,      3.28,       .1 ,61, 80. , 99.6,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1495160,1,95,195,513303,RUNDE,INGESI FLUMES,ZW,-20.620,30.450,   5390.  ,-999,1495200,0,,,,,1970,1980,11,2.50,1970,1980,11,     16.19,       .51,95, 72.7,100. ,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,1,0,0,0,0
1495165,1,95,195,,RUNDE,RUNDE U/S INGESI FLUMES (63423133),ZW,-20.617,30.450,   3710.  ,-999,1495160,0,1971,1990,20,22.21,,,,,1971,1990,20,      8.42,       .27,72, 60. , 98.6,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1495170,1,95,195,514301,TOKWE,AUSTRAL DAM SPILLWAY,ZW,-20.130,30.450,   4250.  ,-999,1495220,0,,,,,1973,1980,8,0.00,1973,1980,8,     24.24,       .76,180, 87.5,100. ,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1495180,1,95,195,511102,SHASHA,MUSHWE FLUMES,ZW,-19.950,30.470,   1620.  ,-999,1495170,0,,,,,1966,1980,15,0.00,1966,1980,15,      6.92,       .22,135, 86.7,100. ,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1495190,1,95,195,,UMTEBEKWA,RIETFONTEIN G/W (63423142),ZW,-19.883,29.950,    628.  ,-999,1495160,0,1980,1990,11,9.99,,,,,1980,1990,11,      1.12,       .04,56, 63.6,100. ,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1495195,1,95,195,,IMPALI,IMPALULI G/W (63423193),ZW,-19.783,29.917,     64.  ,-999,1495190,0,1966,1990,25,8.42,,,,,1966,1990,25,       .29,       .01,142, 76. ,100. ,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1495200,1,95,195,508302,RUNDE,TOKWE CONFLUENCE U/S C/S,ZW,-21.170,31.200,  17100.  ,-999,1495240,0,,,,,1962,1980,19,0.00,1962,1980,19,     49.18,      1.55,91, 89.5,100. ,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,1,0,1,0,0
1495220,1,95,195,508402,TOKWE,LUNDI CONFLUENCE U/S C/S,ZW,-21.130,31.270,   7950.  ,-999,1495240,0,,,,,1962,1980,19,0.00,1962,1980,19,     25.61,       .81,102, 89.5,100. ,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,1,0,0,0,0
1495230,1,95,195,,BEVUMI,KYLE DAM U/S G/W (63423344),ZW,-31.167,31.133,    135.  ,-999,1495200,0,1959,1990,32,3.50,,,,,1959,1990,32,       .33,       .01,76, 87.5,100. ,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1495240,1,95,195,507405,RUNDE,TOKWE CONFLUENCE D/S C/S,ZW,-21.130,31.270,  23000.  ,-999,1895500,0,,,,,1962,1980,19,0.00,1962,1980,19,     67.84,      2.14,93, 94.7,100. ,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,1,0,1,0,0
1495280,1,95,195,505115,UMTILIKWE,BANGALA DAM D/S FLUMES,ZW,-20.750,31.230,   1980.  ,-999,1895700,0,,,,,1960,1980,21,6.38,1960,1980,21,     15.59,       .49,248, 81. ,100. ,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1495290,1,95,195,E.2,SHAGASHI,WATERWORKS WEIR,ZW,-20.050,30.850,    541.  ,-999,1495291,0,,,,,1964,1981,18,0.00,1964,1981,18,      1.46,       .05,85, 94.4,100. ,28.2.1992,1992,28.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1495291,1,95,195,,SHAGASHI,KYLE DAM U/S G/W (63423369),ZW,-20.117,30.867,    847.  ,-999,1495280,0,1980,1990,11,8.32,,,,,1980,1990,11,       .64,       .02,24, 72.7,100. ,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1495292,1,95,195,,SHAGASHI,MAKAHOLI DAM U/S FLUME (63423353),ZW,-19.817,30.733,    160.  ,-999,1495290,0,1974,1990,17,25.99,,,,,1974,1990,17,       .55,       .02,109, 58.8,100. ,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1495295,1,95,195,,UMPOPINYANI,KYLE DAM U/S G/W (63423354),ZW,-20.100,30.900,    229.  ,-999,1495280,0,1960,1990,31,3.33,,,,,1960,1990,31,       .44,       .01,61, 87.1,100. ,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1495300,1,95,195,504502,UMTILIKWE,KYLE DAM U/S FLUME,ZW,-20.080,31.070,    847.  ,-999,1495280,0,,,,,1959,1980,22,0.00,1959,1980,22,      3.08,       .1 ,115, 90.9,100. ,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1495310,1,95,195,,MSALI,KYLE DAM U/S G/W (63423348),ZW,-20.100,31.083,    411.  ,-999,1495280,0,1959,1990,32,12.90,,,,,1959,1990,32,      1.24,       .04,95, 68.8,100. ,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1495320,1,95,195,,POPOTEKE,KYLE DAM U/S G/W (63423349),ZW,-20.117,31.017,    946.  ,-999,1495280,0,1960,1990,31,8.41,,,,,1960,1990,31,      2.83,       .09,94, 74.2, 99.3,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1495330,1,95,195,,MUTIRIKWI,KYLE DAM U/S G/W (63423345),ZW,-20.083,31.067,    835.  ,-999,1495280,0,1960,1990,31,3.38,,,,,1960,1990,31,      2.92,       .09,110, 87.1,100. ,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1495350,1,95,195,514202,CHIREDZI,R/B CANAL PICK UP WEIR,ZW,-20.920,31.630,   2460.  ,-999,1895500,0,,,,,1974,1980,7,0.00,1974,1980,7,      9.88,       .31,127, 85.7,100. ,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1495351,1,95,195,,CHIREDZI,MANJIRENJI DAM U/S (63423208),ZW,-20.483,31.533,   1049.  ,-999,1495350,0,1966,1990,25,4.16,,,,,1966,1990,25,      5.47,       .17,165, 84. ,100. ,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1495360,1,95,195,,ROSWA,ROSWA TURGWE FLUME (63422114),ZW,-20.167,31.600,    210.  ,-999,1495351,0,1973,1990,18,11.76,,,,,1973,1990,18,      1.13,       .04,169, 72.2,100. ,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1495370,1,95,195,,NGEZI (TRIB. RUNDE),SIVUMBA FLUME (63423551),ZW,-20.567,30.283,   4157.  ,-999,1495200,0,1975,1989,15,21.53,,,,,1975,1989,15,      5.47,       .17,41, 60. ,100. ,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1495371,1,95,195,,NGEZI (TRIB. RUNDE),MBERENGWA ROAD BRIDGE (63423528),ZW,-20.367,29.900,   1672.  ,-999,1495370,0,1957,1984,28,23.79,,,,,1957,1984,28,      3.16,       .1 ,60, 53.6,100. ,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1895500,1,95,195,,SAVE,VILLAFRANCA DO SAVE,MZ,-21.100,34.680, 100885.  ,20,1895501,0,,,,,1976,1979,4,2.13,1976,1979,4,    430.42,     13.57,135,100. , 95.8,18.2.1992,1992,18.2.1992,1992,-999,0,1,0,0,0,0,0,0,0
1895501,1,95,195,,SAVE,JUNGULO (58421047),MZ,-21.142,34.533, 102392.  ,-999,0,0,1967,1981,15,4.40,,,,,1967,1981,15,    301.78,      9.52,93, 80. , 97.2,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1495700,1,95,195,,SAVE,CONDO D/S G/W (63422121),ZW,-19.217,32.017,  11174.  ,-999,1495100,0,1956,1990,35,6.50,1955,1984,30,4.60,1955,1990,36,     41.77,      1.32,118, 88.9,100. ,18.2.1992,1992,20.9.2011,2011,61,0,0,0,0,1,0,0,0,0
1495720,1,95,195,501922,MACHEKE,CONDO U/S G/W (63422219),ZW,-18.917,31.950,   3383.  ,-999,1495700,0,1954,1990,37,28.99,1954,1980,27,8.36,1954,1990,37,     14.63,       .46,136, 83.8, 99.5,18.2.1992,1992,20.9.2011,2011,61,0,0,0,0,1,0,0,0,0
1495800,1,95,195,,ODZI,ODZI BRIDGE CONTROL SECTION (63422361),ZW,-18.917,32.417,   2498.  ,-999,1495801,0,1962,1990,29,4.01,1962,1980,19,0.00,1962,1990,29,     12.03,       .38,152, 93.1, 99.7,18.2.1992,1992,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1495801,1,95,195,,ODZI,ODZI GORGE G/W (63422330),ZW,-19.767,32.400,   7265.  ,-999,1495100,0,1981,1990,10,25.34,,,,,1981,1990,10,     18.35,       .58,80, 40. , 91.7,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1495802,1,95,195,,ODZI,ODZI FALLS FLUME (63422362),ZW,-18.883,32.433,   2222.  ,-999,1495800,0,1978,1990,13,0.00,,,,,1978,1990,13,     11.29,       .36,160, 84.6,100. ,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1495830,1,95,195,E.1,MUTARE,PREMIER ESTATE,ZW,-18.920,32.550,    249.  ,-999,1495801,0,,,,,1964,1982,19,0.00,1964,1982,19,       .5 ,       .02,63, 94.7,100. ,28.2.1992,1992,28.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1396010,1,96,196,,SHASHE,MOOKE WEIR (67535161),BW,-21.150,27.350,   2497.  ,-999,0,0,1969,1991,23,3.32,,,,,1969,1991,23,      2.3 ,       .07,29, 91.3, 99.2,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1396011,1,96,196,,SHASHE,SHASHE BRIDGE (67932122),BW,-20.017,27.340,      1.  ,-999,1396010,0,1970,1990,21,30.98,,,,,1970,1990,21,      1.27,       .04,40160, 52.4, 98.5,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1396020,1,96,196,,NTSHE,NTSHE WEIR (67535511),BW,-21.083,27.500,    788.  ,-999,1396010,0,1970,1993,24,2.45,,,,,1970,1993,24,      1.13,       .04,45, 91.7, 99.2,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1396100,1,96,196,,MOTLOUTSE,TOBANE D/S (67536021),BW,-21.883,28.017,  11370.  ,-999,0,0,1969,1989,21,1.15,,,,,1969,1989,21,      3.53,       .11,10, 95.2, 99.6,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1196100,1,96,196,B7H009,ELEFANTES / OLIFANTSRIVIER,FINALE (27521009),ZA,-24.331,30.741,  42714.  ,437,1896510,0,1960,2012,53,26.62,,,,,1960,2012,53,     24.24,       .76,18, 64.2, 98. ,20.9.2011,2011,2.4.2013,2013,5,0,0,1,0,0,0,0,0,0
1396101,1,96,196,,MOTLOUTSE,TOBANE U/S (67536031),BW,-21.883,28.017,  11213.  ,-999,1396100,0,1989,1993,5,0.21,,,,,1989,1993,5,      3.06,       .1 ,9, 60. ,100. ,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1196101,1,96,196,B5H002,ELEFANTES / OLIFANTSRIVIER,ZEEKOEGAT (27526002),ZA,-24.268,29.801,  31627.  ,725,1196100,0,1948,1980,33,3.90,,,,,1948,1980,33,     39.17,      1.24,39, 87.9, 99.4,20.9.2011,2011,2.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1196102,1,96,196,B3H001,ELEFANTES / OLIFANTSRIVIER,LOSKOP NOORD (27527001),ZA,-24.926,29.389,  16622.  ,832,1196101,0,1938,2011,74,5.37,,,,,1938,2011,74,      4.96,       .16,9, 89.2, 98.6,20.9.2011,2011,2.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1396102,1,96,196,,MOTLOUTSE,MMADINARE (67536041),BW,-21.950,27.617,   8980.  ,-999,1396101,0,1988,1993,6,0.00,,,,,1988,1993,6,      1.84,       .06,6, 66.7,100. ,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1196103,1,96,196,B1H001,ELEFANTES / OLIFANTSRIVIER,MOOIFONTEIN (27529001),ZA,-25.809,29.319,   3957.  ,1420,1196102,0,1904,1951,48,1.99,,,,,1904,1951,48,      4.61,       .15,37, 93.8, 99.3,20.9.2011,2011,2.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1196110,1,96,196,B1H002,HARTBEESLOOP,ELANDSPRUIT (27529002),ZA,-25.819,29.338,    247.  ,1434,1196103,0,1956,2013,58,4.00,,,,,1956,2013,58,       .31,       .01,39, 91.4, 98.1,20.9.2011,2011,2.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1396110,1,96,196,,LETLHAKANE,MMADINARE (67536011),BW,-21.950,27.617,   1280.  ,-999,1396101,0,1988,1993,6,1.48,,,,,1988,1993,6,       .51,       .02,12, 66.7,100. ,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1196120,1,96,196,B2H001,BRONKHORSTSPRUIT,ROODEPOORT (27528001),ZA,-25.793,28.755,   1599.  ,1379,1196101,0,1904,1951,48,2.02,,,,,1904,1951,48,      1.2 ,       .04,24, 97.9, 99.1,20.9.2011,2011,2.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1196130,1,96,196,A2H029,EDENVALSPRUIT (TRIB. LIMPOPO),LEEUWFONTEIN (27547029),ZA,-25.647,28.390,    126.  ,1220,1196101,0,1962,2013,52,1.56,,,,,1962,2013,52,       .12,       .  ,29, 94.2, 99. ,20.9.2011,2011,1.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1196140,1,96,196,B7H008,SELATI,MASUNGA RIVER (27521008),ZA,-24.009,30.672,    841.  ,491,1196100,0,1956,1998,43,6.84,,,,,1956,1998,43,      1.32,       .04,50, 88.4, 99.6,20.9.2011,2011,2.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1196141,1,96,196,B7H003,SELATI,CALAIS (27521003),ZA,-24.122,30.359,     85.  ,667,1196140,0,1948,1972,25,33.62,,,,,1948,1972,25,       .16,       .01,60, 44. , 99.2,20.9.2011,2011,2.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1196142,1,96,196,B7H014,SELATI,CALAIS (27521014),ZA,-24.124,30.355,     84.  ,678,1196141,0,1973,2012,40,3.25,,,,,1973,2012,40,       .24,       .01,92, 92.5, 98.9,20.9.2011,2011,2.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1196150,1,96,196,B7H010,NGWABITSI,HARMONY (27521010),ZA,-24.035,30.433,    323.  ,560,1196140,0,1960,2012,53,8.75,,,,,1960,2012,53,       .78,       .02,76, 86.8, 99.1,20.9.2011,2011,2.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1496150,1,96,196,207701,SHASHANI,ANTELOPE DAM U/S G/W (63535177),ZW,-20.967,28.350,    551.  ,-999,1496500,0,1969,1990,22,4.86,1970,1980,11,0.00,1969,1990,22,       .79,       .03,45, 90.9,100. ,18.2.1992,1992,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1496160,1,96,196,,MPOPONA,MPOPONA DAM D/S FLUME (63535223),ZW,-20.567,28.383,    112.  ,-999,1496500,0,1956,1990,35,17.77,,,,,1956,1990,35,       .16,       .01,45, 65.7,100. ,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1196160,1,96,196,B7H004,KLASERIERIVIER,FLEUR DE LYS (27521004),ZA,-24.556,31.032,    136.  ,568,1896550,0,1950,2012,63,9.29,,,,,1950,2012,63,       .92,       .03,213, 88.9, 98.7,20.9.2011,2011,2.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1496161,1,96,196,,MPOPONA,MPOPONA DAM U/S G/W (63535239),ZW,-20.533,28.350,     90.  ,-999,1496160,0,1963,1990,28,45.52,,,,,1963,1990,28,       .23,       .01,81, 39.3,100. ,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1196170,1,96,196,B4H009,DWARSRIVIER,DWARS RIVER (27525009),ZA,-24.912,30.103,    445.  ,894,1196101,0,1966,2012,47,5.61,,,,,1966,2012,47,       .66,       .02,47, 91.5, 98.6,20.9.2011,2011,2.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1196180,1,96,196,B4H005,WATERVALRIVIER (TRIB. LIMPOPO),MODDERSPRUIT (27525005),ZA,-25.036,30.219,    189.  ,1478,1196170,0,1960,2012,53,0.00,,,,,1960,2012,53,       .73,       .02,121, 98.1, 99.8,20.9.2011,2011,2.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1496180,1,96,196,,THULI,MAKWE DAM D/S G/W (63535256),ZW,-20.900,28.783,    651.  ,-999,1496181,0,1965,1990,26,20.15,1966,1980,15,11.90,1965,1990,26,      1.61,       .05,78, 73.1,100. ,18.2.1992,1992,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1496181,1,96,196,,THULI,THULI GORGE G/W (63535231),ZW,-21.083,28.833,   4090.  ,-999,0,0,1958,1990,33,13.48,,,,,1958,1990,33,      6.18,       .2 ,48, 75.8, 99.7,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1196190,1,96,196,B6H003,TREURRIVIER,WILLEMSOORD (27524003),ZA,-24.687,30.814,     94.  ,1153,1196700,0,1959,2012,54,0.62,,,,,1959,2012,54,      1.48,       .05,497, 98.1, 99.7,20.9.2011,2011,2.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1496195,1,96,196,,ZGALANGAMATE,ANTELOPE DAM U/S (63535178),ZW,-20.983,28.450,     51.  ,-999,1496500,0,1969,1989,21,5.11,,,,,1969,1989,21,       .11,       .  ,70, 81. ,100. ,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1396200,1,96,196,,LOTSANE,MAUNATLALA (67537021),BW,-22.567,27.650,   6623.  ,-999,0,0,1979,1993,15,20.77,,,,,1979,1993,15,      1.51,       .05,7, 53.3, 96.9,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1496200,1,96,196,200901,THULI,NTALALI CAUSEWAY,ZW,-21.320,28.950,   5880.  ,-999,1496500,0,,,,,1966,1980,15,0.00,1966,1980,15,     12.59,       .4 ,68, 86.7,100. ,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,1,0,0,0,0
1196200,1,96,196,B8H011,TSENDE,MOOIPLAAS - KRUGER NAT. PARK (27523011),ZA,-23.527,31.403,    441.  ,318,1896500,0,1960,2012,53,2.66,,,,,1960,2012,53,       .07,       .  ,5, 94.3, 99. ,20.9.2011,2011,2.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1396201,1,96,196,,LOTSANE,PALAPSE (67537031),BW,-22.567,27.650,   3507.  ,-999,1396200,0,1971,1993,23,5.86,,,,,1971,1993,23,       .59,       .02,5, 82.6, 98.7,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1396210,1,96,196,,MOTSETSE,MOTSETSE (67921012),BW,-22.567,27.650,   1048.  ,-999,1396200,0,1969,1993,25,1.77,,,,,1969,1993,25,       .76,       .02,23, 92. , 99.6,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1196210,1,96,196,B9H001,SHISHA,VLAKTEPLAAS/KRUGER NAT. PARK (27522001),ZA,-22.838,31.237,    696.  ,354,1896500,0,1960,2010,51,2.27,,,,,1960,2010,51,       .35,       .01,16, 94.1, 99.1,20.9.2011,2011,22.2.2012,2012,5,0,0,0,0,0,0,0,0,0
1496250,1,96,196,200501,MCHABESI,GWANDA WEIR,ZW,-20.950,29.000,    940.  ,-999,1496200,0,,,,,1950,1980,31,0.28,1950,1980,31,      2.69,       .09,90, 93.5, 99.7,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1496251,1,96,196,,MCHABESI,SHEET DAM U/S G/W (63535229),ZW,-20.750,28.933,    363.  ,-999,1496250,0,1960,1990,31,27.51,,,,,1960,1990,31,       .59,       .02,51, 45.2,100. ,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1396300,1,96,196,,BONWAPITSE,NTSWANEWG (67537011),BW,-23.167,26.733,   1334.  ,-999,0,0,1985,1993,9,1.78,,,,,1985,1993,9,       .12,       .  ,3, 77.8,100. ,19.9.2011,2011,19.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1196300,1,96,196,A4H004,MATLABAS,HAARLEM EAST (27546004),ZA,-24.159,27.479,   1054.  ,952,1196400,0,1962,2013,52,0.79,1962,2001,40,32.40,1962,2013,52,      1.08,       .03,32, 94.2,100. ,16.1.1992,1992,2.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1496300,1,96,196,B.1,INCEMA,NCEMA DAM U/S G/W,ZW,-20.320,29.000,    640.  ,-999,1496320,0,,,,,1964,1982,19,1.37,1964,1982,19,       .84,       .03,41, 94.7, 98.6,28.2.1992,1992,28.2.1992,1992,-999,0,0,0,0,0,0,0,0,0
1196310,1,96,196,A9H002,MUTSHINDUDIRIVIER,CHIBASE (27541002),ZA,-22.908,30.528,    104.  ,542,1896502,0,1931,2000,70,7.26,,,,,1931,2000,70,      1.06,       .03,320, 82.9, 98.6,20.9.2011,2011,2.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1196320,1,96,196,A9H004,MUTALERIVIER,TENGWE (27541004),ZA,-22.771,30.539,    326.  ,580,1896502,0,1932,2004,73,0.81,,,,,1932,2004,73,      3.67,       .12,355, 95.9, 99.8,20.9.2011,2011,22.2.2012,2012,5,0,0,0,0,0,0,0,0,0
1496320,1,96,196,202002,UMZINGWANI,GLASS BLOCK G/W (63534120),ZW,-20.583,29.183,   2504.  ,-999,1496321,0,,,,,1953,1980,28,3.70,1953,1980,28,      4.15,       .13,52, 89.3,100. ,18.2.1992,1992,18.2.1992,1992,-999,0,0,0,0,1,0,0,0,0
1496321,1,96,196,,UMZINGWANI,DODDIEBURN RANCH (63534162),ZW,-21.417,29.400,   9718.  ,-999,1496500,0,1966,1990,25,29.87,,,,,1966,1990,25,     14.95,       .47,49, 56. , 99.4,20.9.2011,2011,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
1196330,1,96,196,A9H001,LUVUVHURIVIER,WELTEVREDEN (27541001),ZA,-23.112,30.389,    918.  ,578,1896502,0,1912,2006,95,1.03,,,,,1912,2006,95,      2.05,       .07,70, 97.9, 99.4,20.9.2011,2011,2.4.2013,2013,5,0,0,0,0,0,0,0,0,0
1496340,1,96,196,207502,INSIZA,RIXON DAM U/S G/W (63534275),ZW,-19.950,29.200,    397.  ,-999,1496351,0,1968,1990,23,0.20,1973,1980,8,1.08,1968,1990,23,       .26,       .01,20, 91.3,100. ,18.2.1992,1992,20.9.2011,2011,61,0,0,0,0,0,0,0,0,0
